TXT_ISSN_P,TXT_ISSN_E,TXT_ISSN_L,NME_REVISTA_IN,NRO_ANO,ID_CLAS_REV,DEP_REV_IN,MUN_REV_IN,NME_ESPECIALIDAD,NME_AREA,NME_GRAN_AREA,NME_INST_EDIT_1,TIPO_INS_N2_E1,TIPO_INS_N3_E1
1657-9089,,,Infancias Imágenes,2011,C,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
2011-639X,,,Revista De Investigación,2014,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSIDAD DE AMERICA,Universidades,Privado
2145-969X,2215-7794,,Sinapsis,2013,C,Quindío,Armenia,Economía,Economía y Negocios,Ciencias Sociales,ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO,Universidades,Privado
0124-0102,2390-0202,,Advocatus,2013,B,Atlántico,Barranquilla,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
2027-4688,,,Fronteras De La Historia,2012,B,"Bogotá, D. C.","Bogotá, D.C.",Historia,Historia y Arqueología,Humanidades,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA ICANH,Nacional,Público
0120-677X,2145-5880,,Educación Física Y Deporte,2013,B,Antioquia,Medellín,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
1794-7154,,,"Saber, Ciencia Y Libertad",2013,B,Bolívar,Cartagena de Indias,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
2215-8987,,,Arka Revista De Arquitectura,2012,C,No disponible,No disponible,Arquitectura y Urbanismo,Arte,Humanidades,UNIVERSIDAD LA GRAN COLOMBIA,Universidades,Privado
1909-5759,,,Revista Via Iuris,2013,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Derecho,Ciencias Sociales,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Universidades,Privado
2248-6046,2011-7663,,Finanzas Y Política Económica,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD CATOLICA DE COLOMBIA,Universidades,Privado
1657-5997,,,Aquichan,2012,A1,Cundinamarca,Chía,Enfermería,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE LA SABANA,Universidades,Privado
0121-7488,2462-7658,,Ciencia En Desarrollo,2013,B,Boyacá,Tunja,Química Física,Ciencias Químicas,Ciencias Naturales,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
2027-0658,,,Derrotero,2013,C,Bolívar,Cartagena de Indias,No registra,Ingeniería Ambiental,Ingeniería y Tecnología,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,Universidades,Público
2011-5253,2422-278X,,Ciudad Paz-Ando,2014,C,"Bogotá, D. C.","Bogotá, D.C.","Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
1692-8415,,,Revista Ciencia  Y Tecnología Para La Salud Visual Y Ocular,2015,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE LA SALLE,Universidades,Privado
0123-4471,,,Revista Del Departamento De Antropología Y Sociología Facultad De Ciencias Jurídicas Y Sociales,2014,B,Caldas,Manizales,Antropología,Sociología,Ciencias Sociales,UNIVERSIDAD DE CALDAS,Universidades,Público
2145-0935,,,Revista Inge@Uan,2014,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD ANTONIO NARINO,Universidades,Privado
2215-8812,,,Textos Y Sentidos,2013,C,Risaralda,Pereira,Otras Ciencias Sociales,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD CATOLICA DE PEREIRA,Universidades,Privado
2027-5137,2322-777X,,Historia Y Memoria,2016,A2,Boyacá,Tunja,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0123-5931,,,"Literatura: Teoria, Historia, Critica",2014,A2,"Bogotá, D. C.","Bogotá, D.C.",No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0123-3033,,,Ingeniería Y Competitividad,2017,C,Valle del Cauca,Cali,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DEL VALLE,Universidades,Público
1657-7027,,,Revista Gerencia Y Políticas De Salud,2017,C,"Bogotá, D. C.","Bogotá, D.C.",Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0123-4641,,,Colombian Applied Linguistics Journal,2017,B,"Bogotá, D. C.","Bogotá, D.C.",Lingüística,Idiomas y Literatura,Humanidades,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
1692-2530,,,Opinión Jurídica,2014,A2,Antioquia,Medellín,No registra,Derecho,Ciencias Sociales,UNIVERSIDAD DE MEDELLIN,Universidades,Privado
0121-4705,,,Análisis Político,2018,A1,"Bogotá, D. C.","Bogotá, D.C.",Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0123-4226,,,Revista U.D.C.A. Actualidad & Divulgación Científica,2018,B,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Agrícolas,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES U D C A,Universidades,Privado
0120-7555,2346-206X,,Turismo Y Sociedad,2018,C,"Bogotá, D. C.","Bogotá, D.C.",Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,Universidades,Privado
0120-4688,,,Praxis Filosófica,2016,A2,Valle del Cauca,Cali,Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD DEL VALLE,Universidades,Público
0486-6525,,,Revista Colombiana De Antropología,2019,A2,"Bogotá, D. C.","Bogotá, D.C.",Antropología,Sociología,Ciencias Sociales,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA ICANH,Nacional,Público
2027-1174,,,Magis - Revista Internacional De Investigación En Educación,2015,B,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0123-4226,,,Revista U.D.C.A. Actualidad & Divulgación Científica,2017,B,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Agrícolas,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES U D C A,Universidades,Privado
1692-1798,2339-3483,,Revista Iteckne,2015,B,Santander,Bucaramanga,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
2216-0159,2462-8603,,Praxis & Saber,2017,C,Boyacá,Tunja,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0120-0135,,2256-2273,Revista De Ciencias Agricolas,2022,B,Nariño,Pasto,Agronomía,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,UNIVERSIDAD DE NARINO,Universidades,Público
1794-2918,,,Jurídicas,2015,C,Caldas,Manizales,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD DE CALDAS,Universidades,Público
1692-5858,,2216-135X,Encuentros,2022,B,Atlántico,Barranquilla,No registra,Periodismo y Comunicaciones,Ciencias Sociales,UNIVERSIDAD AUTONOMA DEL CARIBE,Universidades,Privado
,2145-5333,,Ciencia Y Salud Virtual,2014,C,Bolívar,Cartagena de Indias,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,CORPORACION UNIVERSITARIA RAFAEL NUNEZ,Universidades,Privado
2145-308X,,,Panorama,2019,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,INSTITUCION UNIVERSITARIA POLITECNICO GRANCOLOMBIANO,Universidades,Privado
1692-3324,,,Revista Ingenierías Universidad De Medellín,2018,B,Antioquia,Medellín,No registra,Ingeniería Ambiental,Ingeniería y Tecnología,UNIVERSIDAD DE MEDELLIN,Universidades,Privado
1794-3108,,2256-5531,Revista Criminalidad,2021,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,DIRECCION NACIONAL DE ESCUELAS POLICIA NACIONAL DE COLOMBIA,Universidades,Público
0124-0137,2027-212X,,Revista Psicogente,2020,B,Atlántico,Barranquilla,"Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,UNIVERSIDAD SIMON BOLIVAR,Universidades,Privado
1657-2815,,,Libre Empresa,2015,C,Valle del Cauca,Cali,Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
2027-291X,,,Revista Alimentos Hoy,2016,C,No disponible,No disponible,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,ASOCIACION COLOMBIANA DE CIENCIA Y TECNOLOGIA DE ALIMENTOS,Entidades sin ánimo de lucro,Público
0123-9155,,,Acta Colombiana De Psicología,2020,C,"Bogotá, D. C.","Bogotá, D.C.","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,UNIVERSIDAD CATOLICA DE COLOMBIA,Universidades,Privado
0124-5996,,,Revista De Economía Institucional,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,Universidades,Privado
0121-5426,,,Revista Colombiana De Neumología,2014,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Medicina Clínica,Ciencias Médicas y de la Salud,SOCIEDAD COLOMBIANA DE NEUMOLOGIA Y CIRUGIA DE TORAX,Entidades sin ánimo de lucro,Público
1794-4724,,2145-4515,Avances En Psicología Latinoamericana,2022,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,,No disponible,No disponible
0124-8170,,1909-7735,Ciencia E Ingeniería Neogranadina,2022,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
0121-7488,2462-7658,,Ciencia En Desarrollo,2020,C,Boyacá,Tunja,Química Física,Ciencias Químicas,Ciencias Naturales,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
1900-3080,,,Revista Nacional De Odontología,2015,C,Antioquia,Envigado,No registra,Medicina Clínica,Ciencias Médicas y de la Salud,CORPORACION CLINICA UNIVERSIDAD COOPERATIVA DE COLOMBIA,Organizaciones no gubernamentales,Privado
0121-3709,,,Orinoquia,2017,C,Meta,Villavicencio,No registra,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,UNIVERSIDAD DE LOS LLANOS,Universidades,Público
1909-4841,,,Tumbaga,2016,C,Tolima,Ibagué,No registra,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD DEL TOLIMA,Universidades,Público
1692-2522,,,Anagramas : Rumbos Y Sentidos De La Comunicación,2016,A2,No disponible,No disponible,Medios y Comunicación Social,Periodismo y Comunicaciones,Ciencias Sociales,UNIVERSIDAD DE MEDELLIN,Universidades,Privado
0120-3932,,,Economicas Cuc,2019,C,Atlántico,Barranquilla,Economía,Economía y Negocios,Ciencias Sociales,CORPORACION UNIVERSIDAD DE LA COSTA,Universidades,Privado
0120-8748,,,Acta Neurológica Colombiana,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,ASOCIACION COLOMBIANA DE NEUROCIRUGIA,Entidades sin ánimo de lucro,Privado
0120-0534,,,Revista Latinoamericana De Psicología,2020,A2,"Bogotá, D. C.","Bogotá, D.C.","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,FUNDACION PARA EL AVANCE DE LA PSICOLOGIA,Entidades sin ánimo de lucro,Privado
1794-1237,,,Revista Eia,2016,A2,Antioquia,Envigado,Ingeniería Civil,Ingeniería Civil,Ingeniería y Tecnología,UNIVERSIDAD EIA,Universidades,Privado
0122-6339,2248-6798,,Enunciación,2019,C,"Bogotá, D. C.","Bogotá, D.C.",Estudios Generales del Lenguaje,Idiomas y Literatura,Humanidades,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
1692-2522,,,Anagramas : Rumbos Y Sentidos De La Comunicación,2015,A2,No disponible,No disponible,Medios y Comunicación Social,Periodismo y Comunicaciones,Ciencias Sociales,UNIVERSIDAD DE MEDELLIN,Universidades,Privado
0120-8160,,,Revista Escuela De Administración De Negocios,2016,B,"Bogotá, D. C.","Bogotá, D.C.",Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EAN,Universidades,Privado
0120-5609,,2248-8723,Ingeniería E Investigación,2022,B,"Bogotá, D. C.","Bogotá, D.C.",Ingeniería Civil,Ingeniería Civil,Ingeniería y Tecnología,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0124-4035,,,Desafíos,2017,C,"Bogotá, D. C.","Bogotá, D.C.",Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,Universidades,Privado
1794-9831,,,Ciencia Y Cuidado,2019,C,Norte de Santander,Cúcuta,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER,Universidades,Público
0121-747X,,,Revista De La Facultad De Ciencias,2016,C,Antioquia,Medellín,No registra,Otras Ciencias Naturales,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1657-4214,,,Perfil De Coyuntura Economica,2010,B,No disponible,No disponible,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
1692-7257,,,Revista Colombiana De Tecnologías De Avanzada,2018,C,Norte de Santander,Pamplona,Ingeniería Eléctrica y Electrónica,"Ingenierías Eléctrica, Electrónica e Informática",Ingeniería y Tecnología,UNIVERSIDAD DE PAMPLONA,Universidades,Público
2215-9177,,,Ces Medicina,2020,C,Antioquia,Medellín,Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD CES,Universidades,Privado
0123-7756,,,Revista Historia De La Educacion Colombiana,2015,C,Nariño,Pasto,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD DE NARINO,Universidades,Público
0120-6346,,,Semestre Económico,2014,A2,Antioquia,Medellín,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DE MEDELLIN,Universidades,Privado
2027-2448,,,Revista Pensamiento Americano,2015,C,Atlántico,Barranquilla,"Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,CORPORACION UNIVERSITARIA AMERICANA,Universidades,Privado
,2027-1557,,Luciernaga : Revista Virtual,2015,C,Antioquia,Medellín,Medios y Comunicación Social,Periodismo y Comunicaciones,Ciencias Sociales,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,Universidades,Público
1692-2522,,,Anagramas : Rumbos Y Sentidos De La Comunicación,2014,A2,No disponible,No disponible,Medios y Comunicación Social,Periodismo y Comunicaciones,Ciencias Sociales,UNIVERSIDAD DE MEDELLIN,Universidades,Privado
0121-4772,,2248-4337,Revista Cuadernos De Economía,2022,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Economía y Negocios,Ciencias Sociales,,No disponible,No disponible
0121-8670,,,Criterios,2015,C,Nariño,Pasto,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD MARIANA UNIMAR,Universidades,Privado
0123-3769,,,Perspectiva Geográfica,2016,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Humanidades,Humanidades,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0121-0793,2011-7965,,Iatreia,2005,B,Antioquia,Medellín,Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0120-4157,,,Biomédica,2020,B,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Médicas,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,INSTITUTO NACIONAL DE SALUD,Centros o institutos de investigación,Público
1856-9536,,,"Anuario Electrónico De Estudios En Comunicación Social ""Disertarciones""",2021,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Periodismo y Comunicaciones,Ciencias Sociales,COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO,Universidades,Privado
2215-8987,,,Arka Revista De Arquitectura,2014,C,No disponible,No disponible,Arquitectura y Urbanismo,Arte,Humanidades,UNIVERSIDAD LA GRAN COLOMBIA,Universidades,Privado
2011-0731,,,Academia Y Virtualidad,2019,C,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
1794-8290,2390-0644,,Cuadernos De Literatura Del Caribe E Hispanoamérica,2019,C,Atlántico,Barranquilla,Teoría Literaria,Idiomas y Literatura,Humanidades,UNIVERSIDAD DEL ATLANTICO,Universidades,Público
0123-4986,,,Trabajo Social,2020,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0121-3474,,,Verba Iuris,2020,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Derecho,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
0121-3814,,,"Tea Tecné, Episteme Y Didaxis",2017,B,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA NACIONAL,Universidades,Público
0120-8454,2145-9169,,Análisis,2015,C,"Bogotá, D. C.","Bogotá, D.C.",Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
0120-3584,,,Desarrollo Y Sociedad,2017,C,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
0120-5927,,,How,2020,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias de la Educación,Ciencias Sociales,ASOCIACION COLOMBIANA DE PROFESORES DE INGLES,Entidades sin ánimo de lucro,Privado
0121-5469,,2344-8644,Revista Colombiana De Psicología,2022,A2,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-2448,,,Acta Médica Colombiana,2015,A2,No disponible,No disponible,Otras Ciencias Médicas,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,ASOCIACION COLOMBIANA DE MEDICINA INTERNA ACMI,Entidades sin ánimo de lucro,Privado
1900-3803,,,Entramado,2016,B,Valle del Cauca,Cali,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
0034-7434,,2463-0225,Revista Colombiana De Obstetricia Y Ginecología,2022,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Medicina Clínica,Ciencias Médicas y de la Salud,FEDERACION COLOMBIANA DE OBSTETRICIA Y GINECOLOGIA FECOLSOG,Entidades sin ánimo de lucro,Privado
0120-4661,,,Historia Y Espacio,2019,B,Valle del Cauca,Cali,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD DEL VALLE,Universidades,Público
1794-1598,2346-0792,,Inciso,2016,C,Quindío,Armenia,Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD LA GRAN COLOMBIA,Universidades,Privado
0123-3068,,,Boletín Científico Del Museo De Historia Natural,2020,A1,Caldas,Manizales,"Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD DE CALDAS,Universidades,Público
2811-3854,,,Soluciones De Postgrados Eia,2010,C,Antioquia,No disponible,No registra,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EIA,Universidades,Privado
1657-4915,2389-7856,,Praxis,2015,C,Magdalena,Santa Marta,No registra,Sociología,Ciencias Sociales,UNIVERSIDAD DEL MAGDALENA,Universidades,Público
2145-9258,,,Cultura Educacion Y Sociedad,2014,C,Atlántico,Barranquilla,No registra,Ciencias de la Educación,Ciencias Sociales,CORPORACION UNIVERSIDAD DE LA COSTA,Universidades,Privado
0120-5609,2248-8723,,Ingeniería E Investigación,2019,B,"Bogotá, D. C.","Bogotá, D.C.",Ingeniería Civil,Ingeniería Civil,Ingeniería y Tecnología,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0124-7441,,,Justicia,2016,B,Atlántico,Barranquilla,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD SIMON BOLIVAR,Universidades,Privado
1657-2815,,,Libre Empresa,2016,C,Valle del Cauca,Cali,Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
1692-1399,,,Revista De Tecnología,2016,C,"Bogotá, D. C.","Bogotá, D.C.",Ingeniería de Producción,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD EL BOSQUE,Universidades,Privado
0121-3652,,,Revista Uninpahu,2016,C,"Bogotá, D. C.","Bogotá, D.C.","Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSITARIA UNINPAHU,Universidades,Privado
1657-4206,2462-8107,,Ecos De Economía,2004,C,Antioquia,Medellín,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EAFIT,Universidades,Privado
